	Music	Slow songs or fast songs	Dance	Folk	Country	Classical music	Musical	Pop	Rock	Metal or Hardrock	Punk	Hiphop, Rap	Reggae, Ska	Swing, Jazz	Rock n roll	Alternative	Latino	Techno, Trance	Opera	Movies	Horror	Thriller	Comedy	Romantic	Sci-fi	War	Fantasy/Fairy tales	Animated	Documentary	Western	Action	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy Management	Biology	Chemistry	Reading	Geography	Foreign languages	Medicine	Law	Cars	Art exhibitions	Religion	Countryside, outdoors	Dancing	Musical instruments	Writing	Passive sport	Active sport	Gardening	Celebrities	Shopping	Science and technology	Theatre	Fun with friends	Adrenaline sports	Pets	Flying	Storm	Darkness	Heights	Spiders	Snakes	Rats	Ageing	Dangerous dogs	Fear of public speaking	Healthy eating	Daily events	Prioritising workload	Writing notes	Workaholism	Thinking ahead	Final judgement	Reliability	Keeping promises	Loss of interest	Friends versus money	Funniness	Fake	Criminal damage	Decision making	Elections	Self-criticism	Judgment calls	Hypochondria	Eating to survive	Giving	Compassion to animals	Borrowed stuff	Loneliness	Cheating in school	Health	Changing the past	God	Dreams	Charity	Number of friends	Waiting	New environment	Mood swings	Appearence and gestures	Socializing	Achievements	Responding to a serious letter	Children	Assertiveness	Getting angry	Knowing the right people	Public speaking	Unpopularity	Life struggles	Happiness in life	Energy levels	Small - big dogs	Personality	Finding lost valuables	Getting up	Interests or hobbies	Parents' advice	Questionnaires or polls	Finances	Shopping centres	Branded clothing	Entertainment spending	Spending on looks	Spending on gadgets	Spending on healthy eating	Age	Height	Weight	Number of siblings	Gender_female	Gender_male	Left_right_handed_left handed	Left_right_handed_right handed	Only_child_no	Only_child_yes	Village_town_city	Village_town_village	House_block_of_flats_block of flats	House_block_of_flats_house/bungalow	Smoking	Alcohol	Punctuality	Lying	Internet_usage	Education
948	5.0	3.0	3.0	1.0	3.0	3.0	3.0	5.0	4.0	1.0	4.0	4.0	4.0	4.0	4.0	3.0	5.0	1.0	1.0	5.0	1.0	4.0	4.0	4.0	4.0	3.0	4.0	5.0	4.0	2.0	4.0	4.0	4.0	3.0	3.0	2.0	3.0	1.0	2.0	5.0	5.0	4.0	3.0	5.0	5.0	3.0	3.0	1.0	1.0	1.0	5.0	3.0	2.0	1.0	4.0	3.0	4.0	4.0	4.0	3.0	3.6666666666666665	4.0	4.0	3.0	4.0	4.0	4.0	5.0	5.0	1.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	2.0	3.0	4.0	2.0	3.0	5.0	4.0	4.0	5.0	4.0	5.0	1.0	2.0	1.0	1.0	5.0	5.0	3.0	3.0	5.0	4.0	2.0	3.0	3.0	4.0	2.0	3.0	5.0	3.0	3.0	4.0	5.0	3.0	3.0	5.0	4.0	5.0	3.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	5.0	1.0	4.0	3.0	1.0	4.0	2.666666666666666	1.3640776699029118	1.462249614791987	1.4	1	0	0	1	1	0	0	1	0	1	2.0	2.0	3.0	2.0	2.0	3.0
733	2.0	1.0	1.0	3.0	2.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	3.0	4.0	2.0	2.0	3.0	1.0	4.0	2.0	2.0	4.0	4.0	3.0	3.0	3.0	1.0	1.0	2.0	2.0	2.0	5.0	2.0	1.0	1.0	2.0	1.0	2.5905905905905904	5.0	4.0	2.0	2.0	2.0	1.0	1.0	3.0	3.0	2.0	1.0	4.0	1.0	1.0	3.0	5.0	3.0	2.0	4.0	3.0	5.0	3.0	4.0	5.0	3.0	4.0	3.0	4.0	4.0	3.0	5.0	5.0	5.0	5.0	1.0	3.0	1.0	1.0	1.0	5.0	5.0	2.0	5.0	2.0	2.0	4.0	5.0	5.0	2.0	2.0	5.0	4.0	5.0	4.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0	5.0	2.0	5.0	1.0	5.0	2.0	2.0	1.0	2.0	1.0	5.0	2.8129592518370075	1.3640776699029118	2.2326656394452993	1.4	1	0	0	1	1	0	0	1	1	0	1.0	2.0	2.0	2.0	1.0	4.0
945	5.0	3.0	2.0	3.0	2.124	4.0	2.0	4.0	5.0	5.0	5.0	4.0	4.0	3.0	4.0	2.0	2.0	3.0	3.0	5.0	2.0	3.0	5.0	3.0	5.0	3.0	3.0	4.0	2.0	4.0	5.0	4.0	1.0	3.0	1.0	1.0	5.0	5.0	4.0	2.0	3.0	2.0	2.0	3.0	1.0	3.0	3.0	1.0	2.0	4.0	1.0	5.0	1.0	3.0	3.0	1.0	1.0	3.0	5.0	1.0	2.3333333333333335	4.0	5.0	1.0	2.0	5.0	3.0	5.0	1.0	3.0	3.0	1.0	3.0	2.0	3.0	1.0	2.0	3.0	3.0	1.0	3.0	4.0	1.0	3.0	4.0	3.0	5.0	3.0	1.0	2.0	3.0	4.0	2.0	2.0	5.0	5.0	5.0	5.0	3.0	5.0	2.0	3.0	1.0	3.0	3.0	1.0	2.0	5.0	2.0	4.0	3.0	3.0	2.0	3.0	5.0	3.0	3.0	1.0	3.0	3.0	5.0	3.0	1.0	5.0	5.0	3.0	2.0	5.0	5.0	5.0	5.0	3.0	5.0	3.0	1.0	4.39805825242718	3.6194144838212603	1.0	0	1	0	1	1	0	1	0	1	0	4.0	3.0	3.0	1.0	2.0	3.0
206	5.0	3.0	5.0	2.0	2.0	5.0	5.0	3.0	4.0	4.0	3.0	1.0	2.0	4.0	4.0	3.0	1.0	1.0	5.0	5.0	5.0	4.0	4.0	1.0	4.0	4.0	2.0	2.0	4.0	4.0	5.0	5.0	3.0	5.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	5.0	3.0	5.0	3.0	5.0	4.0	5.0	3.0	4.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	4.0	5.0	3.6666666666666665	3.0	3.0	3.0	2.0	1.0	2.0	3.0	3.0	3.0	2.0	2.0	1.0	3.0	5.0	5.0	3.0	3.0	3.0	5.0	5.0	5.0	4.0	5.0	3.0	2.0	5.0	3.0	5.0	3.0	4.0	3.0	3.0	1.0	5.0	5.0	3.0	2.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	2.0	3.0	2.0	5.0	3.0	3.0	1.0	4.0	2.0	3.0	5.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	3.0	2.0	3.0	4.333333333333332	3.6699029126213567	3.6194144838212603	2.2	0	1	1	0	1	0	0	1	0	1	2.0	3.0	2.0	3.0	2.0	4.0
379	5.0	3.0	5.0	4.0	3.0	4.0	5.0	4.0	4.0	2.0	2.0	3.0	3.0	4.0	3.0	2.0	4.0	2.0	4.0	5.0	3.0	4.0	5.0	3.0	4.0	4.0	5.0	5.0	4.0	3.0	5.0	3.0	5.0	4.0	3.0	3.0	5.0	5.0	4.0	3.0	2.0	2.0	3.0	3.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	5.0	1.0	3.0	5.0	1.0	2.0	3.0	5.0	4.0	3.6666666666666665	3.0	3.0	2.0	1.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	3.0	5.0	3.0	3.0	4.0	3.0	3.0	4.0	5.0	1.0	2.0	3.0	2.0	2.0	3.0	5.0	3.0	4.0	2.0	3.0	3.0	3.0	5.0	3.0	5.0	3.0	3.0	5.0	3.0	2.0	4.0	4.0	3.0	4.0	4.0	2.0	3.0	4.0	3.0	5.0	4.0	2.0	2.0	5.0	2.0	4.0	5.0	3.0	3.0	1.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	4.0	4.333333333333332	2.4563106796116507	2.2326656394452993	1.8	0	1	0	1	1	0	1	0	0	1	2.0	2.0	2.0	2.0	2.0	5.0
243	4.735528942115768	3.0	2.0	1.0	2.0	4.0	5.0	5.0	5.0	1.0	4.0	1.0	2.0	4.0	5.0	4.0	3.0	1.0	2.0	5.0	2.0	4.0	2.0	2.0	4.0	4.0	4.0	3.0	4.0	2.0	2.0	4.0	5.0	2.0	4.0	1.0	4.0	3.0	2.0	5.0	3.0	5.0	2.0	5.0	5.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	4.0	2.0	1.0	4.0	3.0	2.0	5.0	3.0	1.0	1.0	1.0	3.0	1.0	2.0	4.0	1.0	2.0	2.0	1.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	3.0	5.0	4.0	2.0	3.0	4.0	4.0	5.0	3.0	2.0	5.0	5.0	5.0	1.0	4.0	4.0	4.0	5.0	2.0	4.0	4.0	3.0	2.0	1.0	1.0	1.0	1.0	5.0	4.0	1.0	1.0	4.0	2.0	2.0	2.0	2.0	5.0	5.0	5.0	2.0	3.0	3.0	3.0	4.0	5.0	1.0	4.0	4.0	5.0	1.0	2.0	1.0	1.0	2.0	5.0	1.666666666666666	2.941747572815533	2.4637904468412923	1.0	1	0	0	1	0	1	1	0	1	0	1.0	2.0	3.0	1.0	2.0	3.0
918	5.0	4.0	2.0	2.0	1.0	5.0	2.0	4.0	4.0	2.0	5.0	3.0	1.0	4.0	5.0	5.0	2.0	3.0	3.0	5.0	4.0	4.0	5.0	3.0	2.0	3.0	5.0	5.0	4.0	2.0	2.0	3.0	2.0	2.0	1.0	2.0	5.0	4.0	1.0	4.0	2.0	5.0	2.0	5.0	3.0	1.0	1.0	5.0	1.0	3.0	3.0	3.0	2.0	1.0	2.0	3.0	4.0	4.0	3.0	3.0	5.0	1.0	3.0	3.0	2.0	2.0	5.0	4.0	3.0	1.0	4.0	3.0	4.0	3.0	3.0	2.0	2.0	5.0	4.0	1.0	4.0	2.0	1.0	2.0	4.0	3.0	5.0	5.0	3.0	3.0	4.0	4.0	1.0	3.0	5.0	3.0	4.0	4.0	5.0	3.0	1.0	4.0	1.0	3.0	3.0	3.0	4.0	4.0	2.0	3.0	4.0	4.0	3.0	3.0	4.0	3.0	5.0	5.0	4.0	3.0	4.0	3.0	3.0	5.0	2.0	4.0	1.0	2.0	1.0	3.0	3.0	3.0	2.0	4.0	3.666666666666666	1.1213592233009706	1.6163328197226496	2.2	1	0	0	1	1	0	0	1	0	1	2.0	2.0	3.0	2.0	1.0	3.0
670	5.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	2.0	2.0	5.0	5.0	4.0	3.0	3.0	2.0	4.0	2.0	4.0	3.0	4.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	3.0	4.0	3.0	3.0	4.0	4.0	2.0	5.0	5.0	4.0	1.0	2.0	4.0	2.0	4.0	4.0	3.0	4.0	5.0	2.0	5.0	2.0	2.0	5.0	5.0	2.0	3.0	5.0	5.0	4.0	3.0	5.0	5.0	5.0	5.0	5.0	4.0	2.0	4.0	4.0	2.0	5.0	4.0	1.0	1.0	4.0	5.0	3.0	3.0	1.0	5.0	5.0	5.0	5.0	3.0	5.0	5.0	2.0	4.0	4.0	3.0	3.0	1.0	3.0	4.0	4.0	5.0	2.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	1.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	2.0	4.0	1.0	5.0	3.333333333333333	1.3640776699029118	1.462249614791987	1.8	1	0	0	1	1	0	1	0	1	0	4.0	2.0	1.0	2.0	2.0	3.0
978	5.0	4.0	3.0	1.0	1.0	3.0	3.0	5.0	3.0	1.0	1.0	4.0	4.0	2.0	3.0	3.0	4.0	2.0	1.0	5.0	4.0	2.0	5.0	4.0	1.0	1.0	5.0	5.0	1.0	1.0	2.0	2.0	2.0	3.0	1.0	1.0	4.0	1.0	4.0	2.0	1.0	3.0	3.0	2.0	1.0	2.0	1.0	3.0	1.0	4.0	5.0	2.0	1.0	5.0	4.0	1.0	3.0	4.0	1.0	3.0	5.0	3.0	4.0	4.0	1.0	3.0	3.0	5.0	5.0	5.0	2.0	5.0	2.0	3.0	4.0	2.0	1.0	1.0	2.0	5.0	4.0	3.0	2.0	5.0	1.0	1.0	3.0	3.0	4.0	4.0	3.0	3.0	5.0	5.0	5.0	1.0	2.0	3.0	3.0	2.0	5.0	3.0	2.0	4.0	4.0	4.0	2.0	4.0	3.0	4.0	2.0	4.0	5.0	3.0	3.0	2.0	3.0	3.0	3.0	4.0	2.0	4.0	5.0	2.0	3.0	3.0	2.0	2.0	4.0	5.0	4.0	4.0	3.0	4.0	3.333333333333333	2.2135922330097095	1.693374422187981	1.8	1	0	0	1	1	0	1	0	0	1	2.0	2.0	2.0	3.0	2.0	4.0
236	1.0	3.0	3.0	3.0	2.0	3.0	5.0	4.0	4.0	3.0	3.0	2.0	4.0	3.0	4.0	2.0	4.0	1.0	1.0	5.0	2.0	3.0	5.0	3.0	3.0	5.0	5.0	5.0	5.0	2.0	5.0	5.0	4.0	5.0	3.0	2.0	5.0	3.0	2.0	3.0	4.0	5.0	2.0	5.0	2.0	5.0	2.0	5.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	3.0	2.0	5.0	5.0	5.0	5.0	1.0	5.0	1.0	3.0	4.0	5.0	1.0	1.0	1.0	5.0	5.0	1.0	4.0	3.0	5.0	1.0	5.0	3.0	2.0	5.0	5.0	4.0	5.0	5.0	1.0	1.0	3.0	5.0	3.0	3.0	5.0	3.0	5.0	5.0	5.0	2.0	3.0	5.0	3.0	3.0	3.0	1.0	3.0	1.0	3.0	4.0	4.0	3.0	3.0	5.0	3.0	3.0	3.0	5.0	1.0	3.0	4.0	4.0	5.0	3.0	3.0	3.0	1.0	3.0	4.0	3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	2.333333333333333	2.092233009708739	1.462249614791987	1.0	1	0	0	1	0	1	1	0	1	0	2.0	3.0	3.0	2.0	3.0	3.0
936	5.0	3.0	3.0	2.0	1.0	2.0	2.0	4.0	4.0	3.0	3.0	4.0	5.0	4.0	4.0	4.0	3.0	1.0	1.0	5.0	1.0	2.0	3.0	4.0	2.0	3.0	3.0	3.0	2.0	1.0	4.0	2.0	4.0	5.0	2.0	1.0	5.0	3.1381381381381384	2.0	2.0	1.0	5.0	2.0	5.0	3.0	2.0	1.0	5.0	3.0	3.0	1.0	5.0	3.0	4.0	2.0	2.0	4.0	5.0	3.0	3.0	5.0	2.0	2.0	5.0	2.0	2.0	1.0	2.0	4.0	4.0	5.0	3.0	2.0	3.0	5.0	1.0	2.0	2.0	4.0	3.0	3.0	2.0	5.0	3.0	2.0	2.0	5.0	4.0	1.0	3.0	5.0	1.0	1.0	1.0	2.0	2.0	5.0	5.0	3.0	2.0	5.0	3.0	1.0	3.0	2.0	2.0	3.0	4.0	5.0	3.0	1.0	2.0	5.0	4.0	5.0	4.0	5.0	2.0	3.0	4.0	3.0	2.0	3.0	5.0	1.0	1.0	2.0	1.0	4.0	5.0	4.0	4.0	2.0	2.0	2.0	2.2135922330097095	1.3081664098613244	2.2	1	0	0	1	0	1	1	0	1	0	2.0	2.0	3.0	4.0	2.0	3.0
680	5.0	5.0	4.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	1.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	2.0	4.0	3.0	4.0	1.0	2.0	4.0	5.0	4.0	3.0	5.0	3.0	5.0	5.0	5.0	5.0	3.0	4.0	4.0	3.0	5.0	3.0	1.0	1.0	1.0	5.0	4.0	1.0	3.0	5.0	5.0	5.0	3.0	3.0	3.0	2.0	4.0	4.0	5.0	4.0	1.0	1.0	1.0	4.0	4.0	2.0	3.0	5.0	3.0	5.0	1.0	5.0	4.0	1.0	4.0	1.0	1.0	4.0	4.0	5.0	3.0	4.0	1.0	1.0	1.0	3.0	5.0	3.0	3.0	3.0	2.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	4.0	5.0	3.0	4.0	4.0	5.0	4.0	4.0	4.0	3.0	5.0	4.0	4.0	4.0	3.0	3.0	5.0	5.0	3.0	4.0	3.0	2.0	3.0	3.0	2.0	3.0	5.0	5.0	3.1844660194174743	2.4637904468412923	1.4	1	0	0	1	1	0	1	0	1	0	3.0	2.0	2.0	2.0	2.0	4.0
904	5.0	2.0	3.0	2.0	3.0	2.0	1.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	5.0	3.0	4.0	3.0	4.0	3.0	2.0	3.0	2.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	4.0	4.0	3.0	2.0	2.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	4.0	3.0	3.0	4.0	3.0	3.0	4.0	2.0	3.0	4.0	3.0	2.0	5.0	3.0	2.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	3.0	2.0	3.0	4.0	2.0	3.0	2.0	4.0	3.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	2.0	3.0	3.417165668662675	2.0	4.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	2.0	4.0	3.0	2.0	4.0	3.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	3.0	2.0	4.0	3.0	2.0	4.0	3.0	3.0	4.0	2.0	4.0	3.0	3.0	2.0	4.0	1.0	3.0	2.0	4.0	3.0	2.0	1.0	5.0	2.0	3.6699029126213567	3.311248073959935	1.4	1	0	0	1	1	0	1	0	1	0	2.0	2.0	3.0	3.0	2.0	4.0
775	5.0	5.0	3.0	1.0	2.0	3.0	2.0	5.0	3.0	1.0	1.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	5.0	3.0	3.0	4.0	3.4900199600798403	4.0	3.0	3.74750499001996	4.0	1.0	2.125874125874126	4.0	2.0	2.0	3.0	1.0	1.0	5.0	3.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	2.256972111553785	5.0	1.0	1.0	4.0	1.0	1.0	1.0	4.0	5.0	1.0	4.0	5.0	1.0	1.0	5.0	5.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	3.0	3.0	2.0	2.0	2.0	3.0	3.0	5.0	4.0	3.0	5.0	3.0	3.0	2.0	3.0	1.0	1.0	1.0	1.0	2.0	5.0	5.0	5.0	5.0	5.0	3.0	5.0	2.0	3.0	1.0	1.0	4.0	3.0	3.0	3.0	3.0	3.0	3.07007007007007	3.0	3.0	3.0	3.0	4.0	4.0	1.0	3.0	3.0	3.0	3.0	2.872127872127872	3.0	3.5548902195608783	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.333333333333333	3.7912621359223273	2.0785824345146366	1.4	1	0	0	1	1	0	1	0	1	0	2.0	2.0	3.0	3.0	2.0	4.0
117	5.0	3.0	2.0	2.0	1.0	1.0	3.0	5.0	3.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	4.0	1.0	2.0	4.0	5.0	2.0	2.0	4.0	2.0	4.0	1.0	4.0	2.0	2.0	2.0	5.0	2.0	5.0	5.0	3.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	5.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	3.0	3.0	2.0	1.0	1.0	5.0	3.0	1.0	2.0	4.0	3.0	5.0	3.0	2.0	2.0	4.0	2.0	3.0	1.0	3.0	1.0	5.0	3.0	4.0	4.0	1.0	5.0	2.0	4.0	1.0	5.0	2.0	4.0	4.0	5.0	3.0	3.0	5.0	5.0	4.0	3.0	5.0	3.0	4.0	3.0	1.0	1.0	4.0	3.0	3.0	4.0	1.0	2.0	4.0	4.0	4.0	2.0	2.0	3.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	2.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.3640776699029118	1.3081664098613244	2.2	1	0	0	1	1	0	0	1	0	1	1.0	1.0	3.0	2.0	2.0	3.0
536	5.0	5.0	2.0	1.0	1.0	1.0	2.0	4.0	2.0	2.0	1.0	5.0	3.0	1.0	1.0	1.0	3.0	5.0	1.0	5.0	5.0	5.0	5.0	3.0	1.0	3.0	3.0	3.0	2.0	1.0	5.0	3.0	5.0	3.0	1.0	1.0	5.0	2.0	1.0	1.0	1.0	1.0	2.0	5.0	1.0	5.0	5.0	2.0	2.0	1.0	1.0	3.0	1.0	5.0	5.0	1.0	5.0	5.0	1.0	2.0	5.0	5.0	5.0	1.0	2.0	5.0	1.0	5.0	3.0	3.0	5.0	1.0	1.0	3.0	5.0	3.0	3.0	1.0	2.0	5.0	2.0	3.0	5.0	3.0	5.0	2.0	5.0	2.0	3.0	1.0	5.0	2.0	2.0	2.0	5.0	3.0	1.0	5.0	4.0	5.0	4.0	3.0	1.0	5.0	1.0	4.0	2.0	5.0	5.0	4.0	3.0	1.0	3.0	5.0	5.0	3.0	3.0	3.0	4.0	5.0	5.0	3.0	1.0	5.0	5.0	3.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	4.0	2.333333333333333	1.7281553398058271	1.462249614791987	1.4	1	0	0	1	1	0	1	0	1	0	4.0	3.0	2.0	2.0	2.0	4.0
510	5.0	3.0	5.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	2.0	4.0	4.0	4.0	3.0	3.0	3.0	2.0	4.0	4.0	2.0	3.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	2.0	3.0	5.0	3.0	5.0	3.0	3.0	1.0	3.0	3.0	4.0	2.0	3.0	5.0	3.0	1.0	5.0	5.0	1.0	1.0	5.0	5.0	1.0	1.0	3.0	5.0	5.0	5.0	5.0	5.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	5.0	2.0	1.0	3.0	3.0	3.0	3.0	5.0	5.0	1.0	4.0	4.0	2.0	5.0	3.0	2.0	2.0	2.0	2.0	5.0	5.0	1.0	3.0	5.0	5.0	5.0	2.0	3.0	3.0	2.0	1.0	4.0	2.0	4.0	3.0	4.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	5.0	3.0	3.0	1.0	5.0	5.0	3.0	4.0	3.0	3.0	5.0	3.0	2.0	3.0	2.0	4.0	4.0	4.0	4.0	5.0	3.333333333333333	2.699029126213592	2.4637904468412923	1.4	0	1	0	1	0	1	0	1	0	1	1.0	2.0	2.0	2.0	3.0	4.0
885	5.0	3.0	3.0	3.0	4.0	5.0	3.0	3.0	4.0	3.0	2.0	2.0	3.0	3.0	5.0	4.0	2.0	2.0	2.0	5.0	3.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	2.0	3.0	5.0	3.0	1.0	1.0	1.0	5.0	4.0	3.0	3.0	1.0	5.0	5.0	5.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0	5.0	5.0	1.0	3.0	5.0	5.0	2.0	4.0	5.0	5.0	5.0	1.0	4.0	1.0	2.0	1.0	4.0	4.0	5.0	1.0	5.0	4.0	3.0	4.0	5.0	5.0	2.0	3.0	1.0	5.0	4.0	1.0	5.0	5.0	3.0	5.0	3.0	4.0	4.0	4.0	2.0	1.0	5.0	3.0	3.0	4.0	5.0	4.0	3.0	1.0	4.0	2.0	4.0	2.0	3.0	2.0	4.0	5.0	4.0	4.0	3.0	5.0	3.0	5.0	3.0	3.0	1.0	4.0	2.0	3.0	3.0	3.0	5.0	3.0	2.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	5.0	3.333333333333333	1.9708737864077683	2.187535685513831	1.4	1	0	0	1	0	1	1	0	0	1	4.0	2.0	1.0	2.0	2.0	3.0
779	4.0	2.0	4.0	1.0	2.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3.0	2.0	3.0	4.0	4.0	2.0	4.0	3.0	2.0	1.0	5.0	5.0	5.0	1.0	2.0	5.0	5.0	2.0	1.0	1.0	2.0	2.0	1.0	5.0	3.0	5.0	1.0	3.0	3.0	1.0	1.0	4.0	1.0	4.0	2.0	1.0	2.0	1.0	5.0	5.0	2.0	3.0	1.0	5.0	5.0	4.0	5.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	4.0	4.0	4.0	1.0	3.0	4.0	1.0	1.0	4.0	3.0	1.0	5.0	1.0	1.0	1.0	2.0	5.0	4.0	5.0	1.0	2.0	2.0	5.0	4.0	3.0	2.0	1.0	2.0	1.0	3.0	2.0	3.0	4.0	2.0	2.0	4.0	2.0	2.0	5.0	5.0	3.0	2.0	1.0	4.0	3.0	5.0	4.0	3.0	1.0	3.0	4.0	4.0	5.0	3.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	4.0	2.666666666666666	2.092233009708739	1.924499229583974	1.4	1	0	0	1	0	1	0	1	0	1	1.0	2.0	1.0	3.0	3.0	3.0
896	5.0	2.0	2.0	1.0	2.0	3.0	4.0	3.0	3.0	1.0	1.0	2.0	4.0	4.0	2.0	1.0	3.0	1.0	3.0	4.0	2.0	4.0	5.0	5.0	4.0	4.0	4.0	3.0	2.0	1.0	5.0	2.0	3.0	5.0	2.0	1.0	4.0	2.0	3.0	1.0	1.0	4.0	2.0	4.0	2.0	5.0	2.0	2.0	4.0	2.0	1.0	1.0	1.0	4.0	5.0	2.0	4.0	3.0	3.0	3.0	2.3333333333333335	2.0	3.0	3.0	2.0	3.0	4.0	2.0	3.0	3.0	4.0	4.0	2.0	3.0	4.0	3.0	4.0	5.0	5.0	3.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	5.0	4.0	3.0	3.0	1.0	2.0	2.0	3.0	3.0	2.0	5.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0	4.0	5.0	2.0	3.0	2.0	4.0	4.0	3.0	4.0	2.0	4.0	2.0	4.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	2.699029126213592	3.2342064714946046	1.4	0	1	0	1	1	0	0	1	0	1	2.0	3.0	3.0	2.0	2.0	4.0
308	5.0	5.0	5.0	2.0	3.0	3.0	2.0	4.0	3.0	1.0	2.4583751253761283	3.0	1.0	1.0	1.0	2.0	3.0	4.0	1.0	4.0	3.0	4.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	2.0	3.0	3.0	4.0	4.0	2.0	2.0	3.0	3.0	3.0	5.0	2.0	1.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	1.0	1.0	5.0	5.0	2.0	3.0	4.0	4.0	2.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0	5.0	5.0	3.0	2.0	4.0	4.0	5.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	5.0	4.0	3.0	3.0	3.0	4.0	3.0	5.0	2.0	1.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0	5.0	2.0	4.0	4.0	3.0	4.0	3.0	4.0	5.0	3.0	3.0	5.0	3.0	4.0	4.0	4.0	5.0	4.0	3.0	2.0	2.0	5.0	4.0	3.0	3.0	3.0	4.0	3.0	4.0	4.0	5.0	2.333333333333333	2.941747572815533	2.3097072419106297	1.8	1	0	0	1	0	1	1	0	1	0	2.0	1.0	2.0	2.0	2.0	3.0
